1042103432,sbspk,friends,263,1696,57,1828,Fri Dec 28 12:40:45 +0000 2012,https://t.co/WGWw1ae0Ia,img/1042103432.jpg,Dustmandu  Nepal
22596514,AnupamMittal,friends,358,10279,118,2338,Tue Mar 03 06:57:07 +0000 2009,http://t.co/AQEFwHw7bO,img/22596514.jpg,Everywhere
14903310,RoosterTeeth,friends,272,909103,2990,18244,Mon May 26 00:32:21 +0000 2008,https://t.co/AE4uNn98rh,img/14903310.jpg,Austin  Texas
430995737,GirlsWhoCode,friends,4212,222732,3651,5454,Wed Dec 07 20:07:48 +0000 2011,https://t.co/9HeLGaXyYa,img/430995737.jpg,United States
42614508,aerotwist,friends,415,36445,1374,28388,Tue May 26 12:30:17 +0000 2009,https://t.co/VFOKhCcGnT,img/42614508.jpg,London
4254509722,NarutoShootsRaw,friends,6,290,2,41,Mon Nov 23 03:39:54 +0000 2015,,img/4254509722.jpg,
38832689,NUCLEYA,friends,189,603799,64,6102,Sat May 09 10:32:17 +0000 2009,https://t.co/DwJ1bZxf2S,img/38832689.jpg,INDIA
47916750,VenuSpeak,friends,3532,3786,283,156393,Wed Jun 17 10:16:50 +0000 2009,https://t.co/qn9mdkqtHW,img/47916750.jpg,Guwahati  India
240731136,jackycoyne,friends,550,32237,96,5577,Thu Jan 20 16:20:53 +0000 2011,https://t.co/HJqYdVPVWh,img/240731136.jpg,nyc
16179185,mhkt,friends,1108,24610,207,2869,Mon Sep 08 03:14:27 +0000 2008,https://t.co/KuHJ51rgOP,img/16179185.jpg,NYC
1903859166,mapzen,friends,245,6371,297,2194,Wed Sep 25 11:30:25 +0000 2013,https://t.co/wcqzVYwK9D,img/1903859166.jpg,NYC/SF/PA
3166723998,JapnitKaurAhuja,friends,32,10,0,10,Tue Apr 21 13:29:52 +0000 2015,,img/3166723998.jpg,New Delhi  India
100319693,mscroggs,friends,706,589,20,3506,Tue Dec 29 21:03:03 +0000 2009,http://t.co/BBMxlKtTgW,img/100319693.jpg,London
24329014,ericwastl,friends,1,3842,110,1730,Sat Mar 14 04:31:54 +0000 2009,http://t.co/9jE2uPyjLy,img/24329014.jpg,
